datetime_utc,id,text,retweets,favorites
2018-11-28 16:09:00+00:00,1067812811068383232,"Steel Dynamics announced that it will build a brand new 3 million ton steel mill in the Southwest that will create 600 good-paying U.S. JOBS. Steel JOBS are coming back to America, just like I predicted. Congratulations to Steel Dynamics!",22340,99294
2018-11-28 23:32:00+00:00,1067924142316494848,"On behalf of @FLOTUS Melania and the entire Trump family, I want to wish you all a very MERRY CHRISTMAS! May this Christmas Season bring peace to your hearts, warmth to your homes, cheer to your spirits and JOY TO THE WORLD! #NCTL2018🎄 https://t.co/XNMJQ5JDSU",24449,109634
2018-11-29 04:36:00+00:00,1068000629409398784,"Sebastian Gorka, a very talented man who I got to know well while he was working at the White House, has just written an excellent book, “Why We Fight.” Much will be learned from this very good read!",13734,68036
2018-11-29 04:39:00+00:00,1068001369746022400,So much happening with the now discredited Witch Hunt. This total Hoax will be studied for years!,15827,73726
2018-11-29 11:37:00+00:00,1068106609644183554,"General Motors is very counter to what other auto, and other, companies are doing. Big Steel is opening and renovating plants all over the country. Auto companies are pouring into the U.S., including BMW, which just announced a major new plant. The U.S.A. is booming!",15329,72524
2018-11-29 11:54:00+00:00,1068110895409233921,"Did you ever see an investigation more in search of a crime? At the same time Mueller and the Angry Democrats aren’t even looking at the atrocious, and perhaps subversive, crimes that were committed by Crooked Hillary Clinton and the Democrats. A total disgrace!",21416,85872
2018-11-29 12:16:00+00:00,1068116413498429445,"When will this illegal Joseph McCarthy style Witch Hunt, one that has shattered so many innocent lives, ever end-or will it just go on forever? After wasting more than $40,000,000 (is that possible?), it has proven only one thing-there was NO Collusion with Russia. So Ridiculous!",19259,76317
2018-11-29 12:32:00+00:00,1068120444279103488,"Billions of Dollars are pouring into the coffers of the U.S.A. because of the Tariffs being charged to China, and there is a long way to go. If companies don’t want to pay Tariffs, build in the U.S.A. Otherwise, lets just make our Country richer than ever before!",17523,81434
2018-11-29 16:34:00+00:00,1068181371883909121,....in Argentina with President Vladimir Putin. I look forward to a meaningful Summit again as soon as this situation is resolved!,10619,51891
2018-11-29 16:34:00+00:00,1068181367857397760,"Based on the fact that the ships and sailors have not been returned to Ukraine from Russia, I have decided it would be best for all parties concerned to cancel my previously scheduled meeting....",15866,71380
2018-11-29 22:03:00+00:00,1068264306947411968,".@SteveScalise has written an absolutely fascinating book (BACK IN THE GAME) on the world of D.C. politics, and more. He has experienced so much, in a short period of time. Few people have had his bravery or courage, and he has come all the way back. A big power and great person!",10298,46478
2018-11-29 22:14:00+00:00,1068266944715878402,".@StephenMoore and Arthur Laffer, two very talented men, have just completed an incredible book on my Economic Policies or, as they call it, #TRUMPONOMICS....",8085,38491
2018-11-29 22:14:00+00:00,1068266949115695104,....They have really done a great job in capturing my long-held views and ideas. This book is on sale now - a terrific read of a really interesting subject!,6768,33865
2018-11-29 22:34:00+00:00,1068271965343862785,""".@DBongino’s new book, """"Spygate: The Attempted Sabotage of Donald J. Trump,"""" is terrific. He's tough, he's smart, and he really gets it. His book is on sale now, I highly recommend!""",13892,56726
2018-11-29 22:43:00+00:00,1068274204208812033,"With all of the new books coming out you can't forget two of the great originals written by @GreggJarrett and @JudgeJeanine Pirro. Their books both went to #1. Go get them now, the phony Witch Hunt is well explained!",10409,45063
2018-11-29 22:47:00+00:00,1068275406141149184,We have been working hard on this - and it’s only going to get better! https://t.co/MtGjmhMO8B,9582,39376
2018-11-30 00:04:00+00:00,1068294634160287744,"As RNC Chair Ronna McDaniel oversaw history defying gains in the Senate and unprecedented fundraising strength. I have asked her to serve another term for my 2020 re-elect, because there is no one better for the job!",12314,60658
2018-11-30 01:41:00+00:00,1068319160093032448,Just landed in Argentina with @FLOTUS Melania! #G20Summit https://t.co/Zg15gmPazF,7411,41607
2018-11-30 02:50:00+00:00,1068336562729938945,"“This demonstrates the Robert Mueller and his partisans have no evidence, not a whiff of collusion, between Trump and the Russians. Russian project legal. Trump Tower meeting (son Don), perfectly legal. He wasn’t involved with hacking.”     Gregg Jarrett.  A total Witch Hunt!",15415,63009
2018-11-30 03:04:00+00:00,1068339979250675712,Alan Dershowitz: “These are not crimes. He (Mueller) has no authority to be a roving Commissioner. I don’t see any evidence of crimes.”  This is an illegal Hoax that should be ended immediately. Mueller refuses to look at the real crimes on the other side. Where is the IG REPORT?,22696,83171
2018-11-30 03:31:00+00:00,1068346689784696833,Arrived in Argentina with a very busy two days planned. Important meetings scheduled throughout. Our great Country is extremely well represented. Will be very productive!,12925,73608
2018-11-30 09:52:00+00:00,1068442531887632384,"Oh, I get it! I am a very good developer, happily living my life, when I see our Country going in the wrong direction (to put it mildly). Against all odds, I decide to run for President &, continue to run my business-very legal &, very cool, talked about it on the campaign trail...",25992,136840
2018-11-30 09:59:00+00:00,1068444287380025344,"....Lightly looked at doing a building somewhere in Russia. Put up zero money, zero guarantees and didn’t do the project. Witch Hunt!",15357,74698
2018-11-30 13:08:00+00:00,1068491952696557575,"#USMCA🇺🇸🇲🇽🇨🇦 
https://t.co/7CYsYBYbd1",9861,42247
2018-11-30 14:45:00+00:00,1068516326010830849,"Just signed one of the most important, and largest, Trade Deals in U.S. and World History. The United States, Mexico and Canada worked so well together in crafting this great document. The terrible NAFTA will soon be gone. The USMCA will be fantastic for all!",24529,112220
2018-11-30 20:19:00+00:00,1068600355225690112,To the Great people of Alaska. You have been hit hard by a “big one.” Please follow the directions of the highly trained professionals who are there to help you. Your Federal Government will spare no expense. God Bless you ALL!,17498,91934
2018-11-30 20:23:00+00:00,1068601345949687808,Great reviews on the USMCA - sooo much better than NAFTA!,10595,55677
2018-12-01 00:23:00+00:00,1068661832578158592,"Great day at the #G20Summit in Buenos Aires, Argentina. Thank you! https://t.co/4IHvUdOygc",16168,76842
2018-12-01 02:03:00+00:00,1068687025505595392,Watch @seanhannity on @FoxNews NOW. Enjoy!,8092,48807
2018-12-01 05:49:00+00:00,1068743940755660800,Statement from President Donald J. Trump and First Lady Melania Trump on the Passing of Former President George H.W. Bush https://t.co/qxPsp4Ggs7,22789,93810
2018-12-01 11:16:00+00:00,1068826073775964160,"President George H.W. Bush led a long, successful and beautiful life.  Whenever I was with him I saw his absolute joy for life and true pride in his family. His accomplishments were great from beginning to end. He was a truly wonderful man and will be missed by all!",27401,193987
2018-12-01 15:21:00+00:00,1068887935838228480,I was very much looking forward to having a press conference just prior to leaving Argentina because we have had such great success in our dealing with various countries and their leaders at the G20....,13136,75516
2018-12-01 15:21:00+00:00,1068887938761662465,"....However, out of respect for the Bush Family and former President George H.W. Bush we will wait until after the funeral to have a press conference.",12581,77427
2018-12-02 20:15:00+00:00,1069324231333289991,"This week, Jews around the world will celebrate the miracles of Hanukkah. @FLOTUS Melania and I send our very best wishes for a blessed and Happy Hanukkah! https://t.co/LrnGcc86w4 https://t.co/Kdjeyvkzmb",14005,65765
2018-12-03 04:00:00+00:00,1069441198157455360,China has agreed to reduce and remove tariffs on cars coming into China from the U.S. Currently the tariff is 40%.,26084,122998
2018-12-03 12:54:00+00:00,1069575605199482881,"My meeting in Argentina with President Xi of China was an extraordinary one. Relations with China have taken a BIG leap forward! Very good things will happen. We are dealing from great strength, but China likewise has much to gain if and when a deal is completed. Level the field!",13429,63887
2018-12-03 13:01:00+00:00,1069577273819443200,"Farmers will be a a very BIG and FAST beneficiary of our deal with China. They intend to start purchasing agricultural product immediately. We make the finest and cleanest product in the World, and that is what China wants. Farmers, I LOVE YOU!",21689,102784
2018-12-03 13:18:00+00:00,1069581524180324352,"President Xi and I have a very strong and personal relationship. He and I are the only two people that can bring about massive and very positive change, on trade and far beyond, between our two great Nations. A solution for North Korea is a great thing for China and ALL!",11687,56682
2018-12-03 13:30:00+00:00,1069584730880974849,"I am certain that, at some time in the future, President Xi and I, together with President Putin of Russia, will start talking about a meaningful halt to what has become a major and uncontrollable Arms Race. The U.S. spent 716 Billion Dollars this year. Crazy!",17382,79743
2018-12-03 13:45:00+00:00,1069588404172726272,"We would save Billions of Dollars if the Democrats would give us the votes to build the Wall. Either way, people will NOT be allowed into our Country illegally! We will close the entire Southern Border if necessary. Also, STOP THE DRUGS!",21826,91465
2018-12-03 15:24:00+00:00,1069613383622803456,"“Michael Cohen asks judge for no Prison Time.” You mean he can do all of the TERRIBLE, unrelated to Trump, things having to do with fraud, big loans, Taxis, etc., and not serve a long prison term? He makes up stories to get a GREAT &, ALREADY reduced deal for himself, and get.....",14676,64340
2018-12-03 15:29:00+00:00,1069614615510859776,"....his wife and father-in-law (who has the money?) off Scott Free. He lied for this outcome and should, in my opinion, serve a full and complete sentence.",11643,58264
2018-12-03 15:48:00+00:00,1069619316319035392,"“I will never testify against Trump.” This statement was recently made by Roger Stone, essentially stating that he will not be forced by a rogue and out of control prosecutor to make up lies and stories about “President Trump.” Nice to know that some people still have “guts!”",19804,86551
2018-12-03 15:56:00+00:00,1069621305245409281,"Bob Mueller (who is a much different man than people think) and his out of control band of Angry Democrats, don’t want the truth, they only want lies. The truth is very bad for their mission!",21084,86458
2018-12-03 16:37:00+00:00,1069631759573225474,Looking forward to being with the Bush Family to pay my respects to President George H.W. Bush.,10573,77728
2018-12-03 19:42:00+00:00,1069678284580012032,Congratulations to newly inaugurated Mexican President @lopezobrador_. He had a tremendous political victory with the great support of the Mexican People. We will work well together for many years to come!,15166,75249
2018-12-04 02:21:00+00:00,1069778641603780608,#Remembering41 https://t.co/9xbFYlZzNs,18564,103051
2018-12-04 14:22:00+00:00,1069960017204469760,"Looking forward to being with the wonderful Bush family at Blair House today. The former First Lady will be coming over to the White House this morning to be given a tour of the Christmas decorations by Melania. The elegance &, precision of the last two days have been remarkable!",10647,62373
2018-12-04 14:30:00+00:00,1069962093301022720,"The negotiations with China have already started. Unless extended, they will end 90 days from the date of our wonderful and very warm dinner with President Xi in Argentina. Bob Lighthizer will be working closely with Steve Mnuchin, Larry Kudlow, Wilbur Ross and Peter Navarro.....",11490,56444
2018-12-04 14:55:00+00:00,1069968462724980736,"......on seeing whether or not a REAL deal with China is actually possible. If it is, we will get it done. China is supposed to start buying Agricultural product and more immediately. President Xi and I want this deal to happen, and it probably will. But if not remember,......",9493,47644
2018-12-04 15:03:00+00:00,1069970500535902208,"....I am a Tariff Man. When people or countries come in to raid the great wealth of our Nation, I want them to pay for the privilege of doing so. It will always be the best way to max out our economic power. We are right now taking in $billions in Tariffs. MAKE AMERICA RICH AGAIN",20715,106951
2018-12-04 15:10:00+00:00,1069972093301862406,".....But if a fair deal is able to be made with China, one that does all of the many things we know must be finally done, I will happily sign. Let the negotiations begin. MAKE AMERICA GREAT AGAIN!",10570,52077
2018-12-04 16:22:00+00:00,1069990310175014914,"Could somebody please explain to the Democrats (we need their votes) that our Country losses 250 Billion Dollars a year on illegal immigration, not including the terrible drug flow. Top Border Security, including a Wall, is $25 Billion. Pays for itself in two months. Get it done!",29871,105716
2018-12-04 22:56:00+00:00,1070089367224549377,....in the world. I want clean air and clean water and have been making great strides in improving America’s environment. But American taxpayers – and American workers – shouldn’t pay to clean up others countries’ pollution.,19327,86097
2018-12-04 22:56:00+00:00,1070089365995642881,I am glad that my friend @EmmanuelMacron and the protestors in Paris have agreed with the conclusion I reached two years ago. The Paris Agreement is fatally flawed because it raises the price of energy for responsible countries while whitewashing some of the worst polluters....,23662,97609
2018-12-05 00:20:00+00:00,1070110615627333632,"We are either going to have a REAL DEAL with China, or no deal at all - at which point we will be charging major Tariffs against Chinese product being shipped into the United States. Ultimately, I believe, we will be making a deal - either now or into the future....",14718,72875
2018-12-05 00:21:00+00:00,1070110927788347393,.....China does not want Tariffs!,10841,61449
2018-12-05 12:46:00+00:00,1070298360572198913,"“China officially echoed President Donald Trump’s optimism over bilateral trade talks. Chinese officials have begun preparing to restart imports of U.S. Soybeans &, Liquified Natural Gas, the first sign confirming the claims of President Donald Trump and the White House that......",12100,57008
2018-12-05 12:49:00+00:00,1070299196538961920,.....China had agreed to start “immediately” buying U.S. products.” @business,10614,54803
2018-12-05 13:19:00+00:00,1070306739092889601,"Very strong signals being sent by China once they returned home from their long trip, including stops, from Argentina. Not to sound naive or anything, but I believe President Xi meant every word of what he said at our long and hopefully historic meeting. ALL subjects discussed!",13954,75401
2018-12-05 13:44:00+00:00,1070312880095068160,One of the very exciting things to come out of my meeting with President Xi of China is his promise to me to criminalize the sale of deadly Fentanyl coming into the United States. It will now be considered a “controlled substance.” This could be a game changer on what is.......,11799,57781
2018-12-05 13:51:00+00:00,1070314629732163586,".....considered to be the worst and most dangerous, addictive and deadly substance of them all. Last year over 77,000 people died from Fentanyl. If China cracks down on this “horror drug,” using the Death Penalty for distributors and pushers, the results will be incredible!",14294,69027
2018-12-05 13:56:00+00:00,1070315986287583232,"Looking forward to being with the Bush family. This is not a funeral, this is a day of celebration for a great man who has led a long and distinguished life. He will be missed!",15214,112024
2018-12-05 14:44:00+00:00,1070328136150200320,"Hopefully OPEC will be keeping oil flows as is, not restricted. The World does not want to see, or need, higher oil prices!",14118,74533
2018-12-06 02:24:00+00:00,1070504263606890496,"Doug Wead, a truly great presidential historian, had a wonderful take on a very beautiful moment in history, the funeral service today of President Bush. Doug was able to brilliantly cover some very important and interesting periods of time! @LouDobbs",10784,64343
2018-12-06 03:32:00+00:00,1070521302652469248,"Working hard, thank you! https://t.co/3SoWTkZjP6",23841,123907
2018-12-06 15:17:00+00:00,1070698825571012613,"Without the phony Russia Witch Hunt, and with all that we have accomplished in the last almost two years (Tax &, Regulation Cuts, Judge’s, Military, Vets, etc.) my approval rating would be at 75% rather than the 50% just reported by Rasmussen. It’s called Presidential Harassment!",22274,103217
2018-12-06 17:07:00+00:00,1070726434648440833,"My thoughts and prayers are with the @USMC crew members who were involved in a mid-air collision off the coast of Japan. Thank you to @USForcesJapan for their immediate response and rescue efforts. Whatever you need, we are here for you. @IIIMEF",12866,67652
2018-12-07 00:27:00+00:00,1070837085538525185,"Does the Fake News Media ever mention the fact that Republicans, with the very important help of my campaign Rallies, WON THE UNITED STATES SENATE, 53 to 47? All I hear is that the Open Border Dems won the House. Senate alone approves judges &, others. Big Republican Win!",20418,96218
2018-12-07 00:56:00+00:00,1070844413910368256,Statement from China: “The teams of both sides are now having smooth communications and good cooperation with each other. We are full of confidence that an agreement can be reached within the next 90 days.” I agree!,14492,68672
2018-12-07 02:58:00+00:00,1070875222205759488,"Jerome Corsi: ”This is not justice, this is not America. This is a political prosecution. The Special Prosecutor (Counsel), to get this plea deal, demanded I lie and violate the law. They’re the criminals.” He is not alone. 17 Angry Dems. People forced to lie. Sad!  @Trish_Regan",13873,52470
2018-12-07 03:07:00+00:00,1070877381861277696,Trish_Regan:  “Did the FBI follow protocol to obtain the FISA warrant? I don’t think so. The Dossier was opposition research funded by opponents. Don’t use Government resources to take down political foes. Weaponizing Government for gain.” Is this really America? Witch Hunt!,14937,58512
2018-12-07 03:08:00+00:00,1070877666654519297,FAKE NEWS - THE ENEMY OF THE PEOPLE!,31306,124295
2018-12-07 03:15:00+00:00,1070879369432850433,"Arizona, together with our Military and Border Patrol, is bracing for a massive surge at a NON-WALLED area. WE WILL NOT LET THEM THROUGH. Big danger. Nancy and Chuck must approve Boarder Security and the Wall!",21023,88675
2018-12-07 11:18:00+00:00,1071001119697108992,"Robert Mueller and Leakin’ Lyin’ James Comey are Best Friends, just one of many Mueller Conflicts of Interest. And bye the way, wasn’t the woman in charge of prosecuting Jerome Corsi (who I do not know) in charge of “legal” at the corrupt Clinton Foundation? A total Witch Hunt...",18221,74472
2018-12-07 11:28:00+00:00,1071003598023221248,"....Will Robert Mueller’s big time conflicts of interest be listed at the top of his Republicans only Report. Will Andrew Weissman’s horrible and vicious prosecutorial past be listed in the Report. He wrongly destroyed people’s lives, took down great companies, only to be........",13665,55457
2018-12-07 11:40:00+00:00,1071006628487540738,".....overturned, 9-0, in the United States Supreme Court. Doing same thing to people now. Will all of the substantial &, many contributions made by the 17 Angry Democrats to the Campaign of Crooked Hillary be listed in top of Report. Will the people that worked for the Clinton....",12176,50803
2018-12-07 11:53:00+00:00,1071009820575186945,"....Foundation be listed at the top of the Report? Will the scathing document written about Lyin’ James Comey, by the man in charge of the case, Rod Rosenstein (who also signed the FISA Warrant), be a big part of the Report? Isn’t Rod therefore totally conflicted? Will all of....",13752,59461
2018-12-07 12:15:00+00:00,1071015457409384453,"...the lying and leaking by the people doing the Report, &, also Bruce Ohr (and his lovely wife Molly), Comey, Brennan, Clapper, &, all of the many fired people of the FBI, be listed in the Report? Will the corruption within the DNC &, Clinton Campaign be exposed?..And so much more!",17535,74601
2018-12-07 13:13:00+00:00,1071030014123098112,China talks are going very well!,11947,77764
2018-12-07 13:39:00+00:00,1071036505676808194,"It has been incorrectly reported that Rudy Giuliani and others will not be doing a counter to the Mueller Report. That is Fake News. Already 87 pages done, but obviously cannot complete until we see the final Witch Hunt Report.",16969,70652
2018-12-07 14:46:00+00:00,1071053351851356160,"Today, we honor those who perished 77 years ago at Pearl Harbor, and we salute every veteran who served in World War II over the 4 years that followed that horrific attack. God Bless America! https://t.co/zbu4NLVr4G https://t.co/5hbLDrqg40",13978,59205
2018-12-07 14:56:00+00:00,1071055923848855553,We will be doing a major Counter Report to the Mueller Report. This should never again be allowed to happen to a future President of the United States!,18822,74420
2018-12-07 16:16:00+00:00,1071076077903040513,"I am pleased to announce that Heather Nauert, Spokeswoman for the United States Department of State, will be nominated to serve as United Nations Ambassador. I want to congratulate Heather, and thank Ambassador Nikki Haley for her great service to our Country!",12885,66787
2018-12-07 16:18:00+00:00,1071076523719909376,"....and one of the most highly respected lawyers and legal minds in the Country, he will be a great addition to our team. I look forward to having him join our very successful Administration!",8935,47193
2018-12-07 16:18:00+00:00,1071076519584268288,I am pleased to announce that I will be nominating The Honorable William P. Barr for the position of Attorney General of the United States. As the former AG for George H.W. Bush....,11134,56796
2018-12-07 20:02:00+00:00,1071132880368132096,"Mike Pompeo is doing a great job, I am very proud of him. His predecessor, Rex Tillerson, didn’t have the mental capacity needed. He was dumb as a rock and I couldn’t get rid of him fast enough. He was lazy as hell. Now it is a whole new ballgame, great spirit at State!",23040,95883
2018-12-07 20:56:00+00:00,1071146400019169280,"Hopefully Mitch McConnell will ask for a VOTE on Criminal Justice Reform. It is extremely popular and has strong bipartisan support. It will also help a lot of people, save taxpayer dollars, and keep our communities safe. Go for it Mitch!",14520,70655
2018-12-07 21:49:00+00:00,1071159669949911044,It is being reported that Leakin' James Comey was told by Department of Justice attorneys not to answer the most important questions. Total bias and corruption at the highest levels of previous Administration. Force him to answer the questions under oath!,23156,91204
2018-12-07 23:00:00+00:00,1071177621445230596,Totally clears the President. Thank you!,18575,97364
2018-12-08 12:34:00+00:00,1071382401954267136,"The Paris Agreement isn’t working out so well for Paris. Protests and riots all over France. People do not want to pay large sums of money, much to third world countries (that are questionably run), in order to maybe protect the environment. Chanting “We Want Trump!” Love France.",29555,118250
2018-12-08 12:52:00+00:00,1071387078901030913,"The idea of a European Military didn’t work out too well in W.W. I or 2. But the U.S. was there for you, and always will be. All we ask is that you pay your fair share of NATO. Germany is paying 1% while the U.S. pays 4.3% of a much larger GDP - to protect Europe. Fairness!",19611,83873
2018-12-08 13:01:00+00:00,1071389414239162369,"AFTER TWO YEARS AND MILLIONS OF PAGES OF DOCUMENTS (and a cost of over $30,000,000), NO COLLUSION!",22848,103295
2018-12-08 14:19:00+00:00,1071408939684806659,....I am thankful to both of these incredible men for their service to our Country! Date of transition to be determined.,8466,48812
2018-12-08 14:19:00+00:00,1071408938522996741,"I am pleased to announce my nomination of four-star General Mark Milley, Chief of Staff of the United States Army – as the Chairman of the Joint Chiefs of Staff, replacing General Joe Dunford, who will be retiring....",12053,62834
2018-12-08 16:01:00+00:00,1071434642555920385,"“This is collusion illusion, there is no smoking gun here. At this late date, after all that we have gone through, after millions have been spent, we have no Russian Collusion. There is nothing impeachable here.” @GeraldoRivera  Time for the Witch Hunt to END!",17905,77989
2018-12-08 17:22:00+00:00,1071454998414921728,"Very sad day &, night in Paris. Maybe it’s time to end the ridiculous and extremely expensive Paris Agreement and return money back to the people in the form of lower taxes? The U.S. was way ahead of the curve on that and the only major country where emissions went down last year!",31620,130474
2018-12-08 18:58:00+00:00,1071479079558213632,"....left and right, he then woke up from his dream screaming that HE LIED. Next time I go to Vietnam I will ask “the Dick” to travel with me!",13490,63726
2018-12-08 18:58:00+00:00,1071479075699490816,"Watched Da Nang Dick Blumenthal on television spewing facts almost as accurate as his bravery in Vietnam (which he never saw). As the bullets whizzed by Da Nang Dicks head, as he was saving soldiers....",15494,69382
2018-12-08 19:07:00+00:00,1071481315092910080,"Great honor to be headed to the Army-Navy game today. Will be there shortly, landing now! https://t.co/ByAfESq8aS",9440,69653
2018-12-08 23:22:00+00:00,1071545675786137600,#ArmyNavyGame🇺🇸 https://t.co/Yjhq6r6F9h,14956,83009
2018-12-08 23:31:00+00:00,1071547785156136961,It was my honor to attend today’s #ArmyNavyGame in Philadelphia. A GREAT game played all around by our HEROES. Congratulations @ArmyWP_Football on the win! https://t.co/WDLkM6VE2T,17392,93069
2018-12-09 13:38:00+00:00,1071760971088228352,"On 245  occasions, former FBI Director James Comey told House investigators he didn’t know, didn’t recall, or couldn’t remember things when asked. Opened investigations on 4 Americans (not 2) - didn’t know who signed off and didn’t know Christopher Steele. All lies!",29133,111899
2018-12-09 13:53:00+00:00,1071764777679114240,Leakin’ James Comey must have set a record for who lied the most to Congress in one day. His Friday testimony was so untruthful! This whole deal is a Rigged Fraud headed up by dishonest people who would do anything so that I could not become President. They are now exposed!,26297,107603
2018-12-09 22:43:00+00:00,1071898088267284482,"The Trump Administration has accomplished more than any other U.S. Administration in its first two (not even) years of existence, &, we are having a great time doing it! All of this despite the Fake News Media, which has gone totally out of its mind-truly the Enemy of the People!",27062,123215
2018-12-10 01:27:00+00:00,1071939400517500929,"I am in the process of interviewing some really great people for the position of White House Chief of Staff. Fake News has been saying with certainty it was Nick Ayers, a spectacular person who will always be with our #MAGA agenda. I will be making a decision soon!",13964,75709
2018-12-10 11:46:00+00:00,1072095127894667265,"“Democrats can’t find a Smocking Gun tying the Trump campaign to Russia after James Comey’s testimony. No Smocking Gun...No Collusion.” @FoxNews  That’s because there was NO COLLUSION. So now the Dems go to a simple private transaction, wrongly call it a campaign contribution,...",20515,91036
2018-12-10 12:00:00+00:00,1072098604599394305,"....which it was not (but even if it was, it is only a CIVIL CASE, like Obama’s - but it was done correctly by a lawyer and there would not even be a fine. Lawyer’s liability if he made a mistake, not me). Cohen just trying to get his sentence reduced. WITCH HUNT!",18540,87532
2018-12-11 02:11:00+00:00,1072312854307581953,"James Comey’s behind closed doors testimony reveals that “there was not evidence of Campaign Collusion” with Russia when he left the FBI. In other words, the Witch Hunt is illegal and should never have been started!",21896,92788
2018-12-11 02:28:00+00:00,1072317149723717632,“Former FBI Director James Comey under fire for his testimony acknowledging he knew that the Democrats paid for that phony Trump Dossier.” @LouDobbs  Details on Tuesday night.,16883,70287
2018-12-11 11:52:00+00:00,1072459097855938560,"Despite the large Caravans that WERE forming and heading to our Country, people have not been able to get through our newly built Walls, makeshift Walls &, Fences, or Border Patrol Officers &, Military. They are now staying in Mexico or going back to their original countries.......",16468,81488
2018-12-11 12:04:00+00:00,1072462207416446976,".....Ice, Border Patrol and our Military have done a FANTASTIC job of securing our Southern Border. A Great Wall would be, however, a far easier &, less expensive solution. We have already built large new sections &, fully renovated others, making them like new. The Democrats,.....",13065,65040
2018-12-11 12:12:00+00:00,1072464107784323072,"....however, for strictly political reasons and because they have been pulled so far left, do NOT want Border Security. They want Open Borders for anyone to come in. This brings large scale crime and disease. Our Southern Border is now Secure and will remain that way.......",16922,80447
2018-12-11 12:30:00+00:00,1072468779974713345,".....I look forward to my meeting with Chuck Schumer &, Nancy Pelosi. In 2006, Democrats voted for a Wall, and they were right to do so. Today, they no longer want Border Security. They will fight it at all cost, and Nancy must get votes for Speaker. But the Wall will get built...",12417,59748
2018-12-11 12:42:00+00:00,1072471575956504576,"....People do not yet realize how much of the Wall, including really effective renovation, has already been built. If the Democrats do not give us the votes to secure our Country, the Military will build the remaining sections of the Wall. They know how important it is!",23224,104279
2018-12-11 13:11:00+00:00,1072478880060067840,Great job by Michael Anton on @foxandfriends. A true National Security expert!,7136,41373
2018-12-11 13:19:00+00:00,1072480983683870720,Very productive conversations going on with China! Watch for some important announcements!,13448,70659
2018-12-11 13:30:00+00:00,1072483770819846144,"Fake News has it purposely wrong. Many, over ten, are vying for and wanting the White House Chief of Staff position. Why wouldn’t someone want one of the truly great and meaningful jobs in Washington. Please report news correctly. Thank you!",16668,79287
2018-12-11 18:50:00+00:00,1072564293302976512,"James Comey just totally exposed his partisan stance by urging his fellow Democrats to take back the White House in 2020. In other words, he is and has been a Democrat. Comey had no right heading the FBI at any time, but especially after his mind exploded!",21258,90471
2018-12-11 18:55:00+00:00,1072565454655406081,“I don’t care what you think of the President...it cannot bleed over to the FBI...Comey is confirming there is bias in the FBI...” -Chris Swecker,18749,84420
2018-12-11 22:09:00+00:00,1072614269773119489,Thanks to Leader McConnell for agreeing to bring a Senate vote on Criminal Justice this week! These historic changes will make communities SAFER and SAVE tremendous taxpayers dollars. It brings much needed hope to many families during the Holiday Season.,17917,91022
2018-12-12 12:34:00+00:00,1072832023927185408,Another very bad terror attack in France. We are going to strengthen our borders even more. Chuck and Nancy must give us the votes to get additional Border Security!,30026,142805
2018-12-12 12:50:00+00:00,1072836035514634240,"The Democrats and President Obama gave Iran 150 Billion Dollars and got nothing, but they can’t give 5 Billion Dollars for National Security and a Wall?",50714,169747
2018-12-12 23:50:00+00:00,1073002260072935424,.@FLOTUS Melania will be interviewed by @SeanHannity tonight on @FoxNews at 9:00pmE!,10526,66439
2018-12-13 01:34:00+00:00,1073209480828067840,"....guilty even on a civil bases. Those charges were just agreed to by him in order to embarrass the president and get a much reduced prison sentence, which he did-including the fact that his family was temporarily let off the hook. As a lawyer, Michael has great liability to me!",1207,4213
2018-12-13 12:38:00+00:00,1073195450033950720,"I often stated, “One way or the other, Mexico is going to pay for the Wall.” This has never changed. Our new deal with Mexico (and Canada), the USMCA, is so much better than the old, very costly &, anti-USA NAFTA deal, that just by the money we save, MEXICO IS PAYING FOR THE WALL!",22443,102664
2018-12-13 13:17:00+00:00,1073205176872435713,"I never directed Michael Cohen to break the law. He was a lawyer and he is supposed to know the law. It is called “advice of counsel,” and a lawyer has great liability if a mistake is made. That is why they get paid. Despite that many campaign finance lawyers have strongly......",14587,68093
2018-12-13 13:25:00+00:00,1073207272069890049,"....stated that I did nothing wrong with respect to campaign finance laws, if they even apply, because this was not campaign finance. Cohen was guilty on many charges unrelated to me, but he plead to two campaign charges which were not criminal and of which he probably was not...",13039,62025
2018-12-13 13:39:00+00:00,1073210823936495617,"....guilty even on a civil basis. Those charges were just agreed to by him in order to embarrass the president and get a much reduced prison sentence, which he did-including the fact that his family was temporarily let off the hook. As a lawyer, Michael has great liability to me!",12570,63522
2018-12-13 16:07:00+00:00,1073248137320509440,They gave General Flynn a great deal because they were embarrassed by the way he was treated - the FBI said he didn’t lie and they overrode the FBI. They want to scare everybody into making up stories that are not true by catching them in the smallest of misstatements. Sad!......,19414,84097
2018-12-13 16:08:00+00:00,1073248244787015680,WITCH HUNT!,18748,88440
2018-12-13 17:34:00+00:00,1073269882911903746,"....She will probably be given a pass, despite their terrible ratings. Congratulations to @RichardGrenell, our great Ambassador to Germany, for having the courage to take this horrible issue on!",10136,48235
2018-12-13 17:34:00+00:00,1073269881334849536,"If it was a Conservative that said what “crazed” Mika Brzezinski stated on her show yesterday, using a certain horrible term, that person would be banned permanently from television....",15920,68144
2018-12-13 18:00:00+00:00,1073276550882172934,"Just did an interview with @HARRISFAULKNER on @FoxNews, airing now (1pmE.) Enjoy!",6132,39820
